x1,x2,f
0,0,0
5.24239130435,7.66195652174,1496.09782609
6.67900815217,6.67900815217,1564.70285548
6.91940313386,7.03035466387,1567.84880621
6.9852806048,6.9852806048,1567.99306686
6.99630415186,7.00139194281,1567.99968207
6.99932502773,6.99932502773,1567.99998542
6.99983052327,7.0000638289,1567.99999933
