x1,x2,f
0,0,0
5.35294117647,0.0,487.117647059
5.35294117647,6.71355498721,1523.76952008
6.93260117346,6.71355498721,1566.19005709
6.93260117346,6.98827846495,1567.92593584
6.99724199175,6.98827846495,1567.99696924
6.99724199175,6.99952034639,1567.99987598
6.99988714033,6.99952034639,1567.99999492
