it,x1,x2,f
0,14,6,656
1,8.06102941176,8.4625,1512.08088235
2,7.42920375387,6.93868517802,1564.57132926
3,7.0650568295,7.08967292715,1567.78977166
4,7.02631655176,6.99624049261,1567.98710989
5,7.00398894792,7.00549827956,1567.99920965
6,7.00161359469,6.99976948647,1567.99995154
7,7.00024458163,7.00033712603,1567.99999703
8,7.00009893727,6.9999858661,1567.99999982
