x1,x2,f
9,10,1341
8.6573418589,9.04990242694,1451.83551908
7.58385723903,9.08698860187,1471.77591678
7.46165509238,8.65017961077,1507.84024515
7.18213868967,7.6510436128,1558.63594623
6.99999905478,6.99999970269,1568.0
7.00000003968,6.99999987398,1568.0
7.0000000453,6.99999987653,1568.0
